Baseline run started at 2025-04-16T16:31:52.305938
2025-04-16T16:31:52.305943, 5.634, HTTP 200
2025-04-16T16:31:58.440977, 0.011, HTTP 200
2025-04-16T16:31:58.952965, 0.009, HTTP 200
2025-04-16T16:31:59.463054, 0.009, HTTP 200
2025-04-16T16:31:59.972941, 0.011, HTTP 200
2025-04-16T16:32:00.484451, 0.011, HTTP 200
2025-04-16T16:32:00.996370, 0.013, HTTP 200
2025-04-16T16:32:01.518141, 0.011, HTTP 200
2025-04-16T16:32:02.030062, 0.010, HTTP 200
2025-04-16T16:32:02.540726, 0.011, HTTP 200
2025-04-16T16:32:03.051607, 0.011, HTTP 200
2025-04-16T16:32:03.563079, 0.011, HTTP 200
2025-04-16T16:32:04.074483, 0.011, HTTP 200
2025-04-16T16:32:04.586317, 0.012, HTTP 200
2025-04-16T16:32:05.099631, 0.012, HTTP 200
2025-04-16T16:32:05.612925, 0.011, HTTP 200
2025-04-16T16:32:06.124756, 0.012, HTTP 200
2025-04-16T16:32:06.638066, 0.010, HTTP 200
2025-04-16T16:32:07.148533, 0.010, HTTP 200
2025-04-16T16:32:07.659663, 0.013, HTTP 200
2025-04-16T16:32:08.173745, 0.011, HTTP 200
2025-04-16T16:32:08.685960, 0.011, HTTP 200
2025-04-16T16:32:09.198227, 0.011, HTTP 200
2025-04-16T16:32:09.710169, 0.011, HTTP 200
2025-04-16T16:32:10.223606, 0.012, HTTP 200
2025-04-16T16:32:10.736734, 0.010, HTTP 200
2025-04-16T16:32:11.247564, 0.010, HTTP 200
2025-04-16T16:32:11.757536, 0.011, HTTP 200
2025-04-16T16:32:12.268845, 0.012, HTTP 200
2025-04-16T16:32:12.781329, 0.011, HTTP 200
2025-04-16T16:32:13.292667, 0.012, HTTP 200
2025-04-16T16:32:13.805157, 0.011, HTTP 200
2025-04-16T16:32:14.316409, 0.011, HTTP 200
2025-04-16T16:32:14.827596, 0.009, HTTP 200
2025-04-16T16:32:15.337584, 0.011, HTTP 200
2025-04-16T16:32:15.849797, 0.009, HTTP 200
2025-04-16T16:32:16.359588, 0.011, HTTP 200
2025-04-16T16:32:16.870901, 0.010, HTTP 200
2025-04-16T16:32:17.381613, 0.012, HTTP 200
2025-04-16T16:32:17.894187, 0.011, HTTP 200
2025-04-16T16:32:18.406557, 0.011, HTTP 200
2025-04-16T16:32:18.918286, 0.010, HTTP 200
2025-04-16T16:32:19.429235, 0.012, HTTP 200
2025-04-16T16:32:19.942295, 0.011, HTTP 200
2025-04-16T16:32:20.454265, 0.017, HTTP 200
2025-04-16T16:32:20.972397, 0.010, HTTP 200
2025-04-16T16:32:21.482746, 0.012, HTTP 200
2025-04-16T16:32:21.995387, 0.013, HTTP 200
2025-04-16T16:32:22.509270, 0.012, HTTP 200
2025-04-16T16:32:23.021540, 0.010, HTTP 200
2025-04-16T16:32:23.532677, 0.010, HTTP 200
2025-04-16T16:32:24.043707, 0.013, HTTP 200
2025-04-16T16:32:24.557371, 0.012, HTTP 200
2025-04-16T16:32:25.069730, 0.012, HTTP 200
2025-04-16T16:32:25.582337, 0.009, HTTP 200
2025-04-16T16:32:26.092183, 0.012, HTTP 200
2025-04-16T16:32:26.604416, 0.011, HTTP 200
2025-04-16T16:32:27.115766, 0.011, HTTP 200
2025-04-16T16:32:27.627293, 0.010, HTTP 200
2025-04-16T16:32:28.138490, 0.009, HTTP 200
2025-04-16T16:32:28.648243, 0.010, HTTP 200
2025-04-16T16:32:29.159265, 0.011, HTTP 200
2025-04-16T16:32:29.672172, 0.019, HTTP 200
2025-04-16T16:32:30.191355, 0.011, HTTP 200
2025-04-16T16:32:30.703176, 0.013, HTTP 200
2025-04-16T16:32:31.216515, 0.010, HTTP 200
2025-04-16T16:32:31.727666, 0.010, HTTP 200
2025-04-16T16:32:32.240659, 0.017, HTTP 200
2025-04-16T16:32:32.759116, 0.011, HTTP 200
2025-04-16T16:32:33.271132, 0.010, HTTP 200
2025-04-16T16:32:33.782160, 0.011, HTTP 200
2025-04-16T16:32:34.293823, 0.011, HTTP 200
2025-04-16T16:32:34.805919, 0.011, HTTP 200
2025-04-16T16:32:35.317458, 0.010, HTTP 200
2025-04-16T16:32:35.827694, 0.010, HTTP 200
2025-04-16T16:32:36.338243, 0.012, HTTP 200
2025-04-16T16:32:36.851191, 0.010, HTTP 200
2025-04-16T16:32:37.362592, 0.010, HTTP 200
2025-04-16T16:32:37.873848, 0.010, HTTP 200
2025-04-16T16:32:38.384181, 0.010, HTTP 200
2025-04-16T16:32:38.894849, 0.011, HTTP 200
2025-04-16T16:32:39.407048, 0.011, HTTP 200
2025-04-16T16:32:39.918686, 0.010, HTTP 200
